*rse  [safe: not_safe=0.317, safe=0.683]
गांड़ु  [not safe: not_safe=0.942, safe=0.058]
गांडु  [safe: not_safe=0.466, safe=0.534]
गांडू  [not safe: not_safe=0.939, safe=0.061]
चुटिया  [not safe: not_safe=0.984, safe=0.016]
चूत  [not safe: not_safe=0.998, safe=0.002]
चूतिया  [not safe: not_safe=0.995, safe=0.005]
चोद  [not safe: not_safe=0.997, safe=0.003]
चोर  [not safe: not_safe=0.998, safe=0.002]
छुट  [not safe: not_safe=0.932, safe=0.068]
फट्टू  [not safe: not_safe=0.904, safe=0.096]
फड़  [not safe: not_safe=0.946, safe=0.054]
बकचोड  [not safe: not_safe=0.988, safe=0.012]
बकचोद  [not safe: not_safe=0.997, safe=0.003]
बकवास  [safe: not_safe=0.406, safe=0.594]
बकवासी  [not safe: not_safe=0.899, safe=0.101]
बेटीचोद  [not safe: not_safe=0.997, safe=0.003]
भड़वे  [not safe: not_safe=0.979, safe=0.021]
भेंचोद  [not safe: not_safe=0.998, safe=0.002]
भैंचोड़  [not safe: not_safe=0.916, safe=0.084]
भोसड़ीके  [not safe: not_safe=0.995, safe=0.005]
भोसडि़के  [not safe: not_safe=0.994, safe=0.006]
भड़वा  [not safe: not_safe=0.894, safe=0.106]
मक्खी  [not safe: not_safe=0.875, safe=0.125]
मदर  [safe: not_safe=0.028, safe=0.972]
मदरचोद  [not safe: not_safe=0.952, safe=0.048]
मादर  [safe: not_safe=0.783, safe=0.217]
मादरचोद  [not safe: not_safe=0.997, safe=0.003]
माल  [safe: not_safe=0.018, safe=0.982]
मुँह  [safe: not_safe=0.002, safe=0.998]
मुँह में ले  [not safe: not_safe=0.875, safe=0.125]
मूर्ख  [safe: not_safe=0.424, safe=0.576]
रंडी  [not safe: not_safe=0.992, safe=0.008]
लवड़ा  [not safe: not_safe=0.937, safe=0.063]
लावड़ा  [safe: not_safe=0.026, safe=0.974]
लावडा  [safe: not_safe=0.285, safe=0.715]
लुंड  [not safe: not_safe=0.966, safe=0.034]
लौड़ा  [not safe: not_safe=0.993, safe=0.007]
साला  [safe: not_safe=0.734, safe=0.266]
साली  [safe: not_safe=0.113, safe=0.887]
सुअर  [safe: not_safe=0.004, safe=0.996]
গান্ডু  [safe: not_safe=0.006, safe=0.994]
গান্ডু চেলা  [safe: not_safe=0.377, safe=0.623]
গান্ডু পাগল  [not safe: not_safe=0.985, safe=0.015]
গান্ডু মাগো  [safe: not_safe=0.801, safe=0.199]
গান্ডু মারি  [not safe: not_safe=0.904, safe=0.096]
গান্ডু মেয়ের পুটকি  [safe: not_safe=0.042, safe=0.958]
গান্ডু হোর  [not safe: not_safe=0.994, safe=0.006]
গোদা  [not safe: not_safe=0.987, safe=0.013]
চাপা  [not safe: not_safe=0.970, safe=0.030]
চোদা  [not safe: not_safe=0.998, safe=0.002]
চোদা চোদি  [not safe: not_safe=0.995, safe=0.005]
চোদা মেয়ে  [not safe: not_safe=0.998, safe=0.002]
চোদা হোর  [not safe: not_safe=0.998, safe=0.002]
ছাগল  [not safe: not_safe=0.864, safe=0.136]
পাকস্থলী  [safe: not_safe=0.010, safe=0.990]
পাকস্থলী মাগো  [safe: not_safe=0.615, safe=0.385]
পাগল  [not safe: not_safe=0.982, safe=0.018]
পিশাচ  [not safe: not_safe=0.880, safe=0.120]
পোদ মারা  [not safe: not_safe=0.997, safe=0.003]
বাংলাদেশ  [safe: not_safe=0.035, safe=0.965]
বাচ্চা  [not safe: not_safe=0.821, safe=0.179]
বাল  [safe: not_safe=0.810, safe=0.190]
বাল গান্ডু  [safe: not_safe=0.301, safe=0.699]
বাস্তা  [not safe: not_safe=0.873, safe=0.127]
বাস্তা পিস  [not safe: not_safe=0.994, safe=0.006]
বাস্তার মাগো  [not safe: not_safe=0.997, safe=0.003]
বুলি কি বুলি  [not safe: not_safe=0.998, safe=0.002]
বেহায়া  [safe: not_safe=0.310, safe=0.690]
ভাড় মাগী  [not safe: not_safe=0.988, safe=0.012]
ভাণ্ডা  [safe: not_safe=0.021, safe=0.979]
মা চোদা  [not safe: not_safe=0.998, safe=0.002]
মাগী  [safe: not_safe=0.760, safe=0.240]
মাদার চোদ  [not safe: not_safe=0.923, safe=0.077]
মায়ের দেহ  [safe: not_safe=0.051, safe=0.949]
মায়ের লোক  [safe: not_safe=0.356, safe=0.644]
মাল  [safe: not_safe=0.530, safe=0.470]
মেয়ের পুটকি  [safe: not_safe=0.030, safe=0.970]
শুয়োর  [safe: not_safe=0.059, safe=0.941]
সড়কের পিস  [not safe: not_safe=0.965, safe=0.035]
হযরত  [safe: not_safe=0.022, safe=0.978]
กระดอ  [safe: not_safe=0.723, safe=0.277]
กระหรี่  [safe: not_safe=0.006, safe=0.994]
กระเด้า  [safe: not_safe=0.016, safe=0.984]
กะปิ  [safe: not_safe=0.764, safe=0.236]
กู  [not safe: not_safe=0.811, safe=0.189]
ขี้  [not safe: not_safe=0.996, safe=0.004]
ควย  [safe: not_safe=0.011, safe=0.989]
จิ๋ม  [safe: not_safe=0.255, safe=0.745]
จู๋  [not safe: not_safe=0.912, safe=0.088]
ดอกทอง  [safe: not_safe=0.806, safe=0.194]
ตอแหล  [not safe: not_safe=0.974, safe=0.026]
ตูด  [not safe: not_safe=0.994, safe=0.006]
น้ําแตก  [not safe: not_safe=0.894, safe=0.106]
มึง  [safe: not_safe=0.517, safe=0.483]
รูตูด  [safe: not_safe=0.006, safe=0.994]
ล้างตู้เย็น  [not safe: not_safe=0.961, safe=0.039]
สัด  [safe: not_safe=0.211, safe=0.789]
ส้นตีน  [safe: not_safe=0.030, safe=0.970]
หญิงชาติชั่ว  [safe: not_safe=0.027, safe=0.973]
หลั่ง  [safe: not_safe=0.011, safe=0.989]
หี  [not safe: not_safe=0.973, safe=0.027]
ห่า  [safe: not_safe=0.007, safe=0.993]
หํา  [not safe: not_safe=0.894, safe=0.106]
อมนกเขา  [safe: not_safe=0.439, safe=0.561]
เจี๊ยว  [safe: not_safe=0.170, safe=0.830]
เจ๊ก  [safe: not_safe=0.363, safe=0.637]
เย็ด  [not safe: not_safe=0.817, safe=0.183]
เสือก  [safe: not_safe=0.066, safe=0.934]
เหี้ย  [not safe: not_safe=0.990, safe=0.010]
แม่ง  [safe: not_safe=0.013, safe=0.987]
ไอ้ควาย  [safe: not_safe=0.037, safe=0.963]
あほ  [not safe: not_safe=0.968, safe=0.032]
いたいけ  [safe: not_safe=0.051, safe=0.949]
いたずら  [not safe: not_safe=0.936, safe=0.064]
うんち  [safe: not_safe=0.156, safe=0.844]
おいでこい  [safe: not_safe=0.010, safe=0.990]
おしっこ  [safe: not_safe=0.010, safe=0.990]
おしり  [safe: not_safe=0.022, safe=0.978]
おしりのあな  [safe: not_safe=0.209, safe=0.791]
おっぱい  [safe: not_safe=0.004, safe=0.996]
おめえ  [safe: not_safe=0.225, safe=0.775]
おもらし  [safe: not_safe=0.007, safe=0.993]
お尻  [not safe: not_safe=0.811, safe=0.189]
きもちわるい  [safe: not_safe=0.009, safe=0.991]
くそ  [not safe: not_safe=0.979, safe=0.021]
くたばれ  [not safe: not_safe=0.987, safe=0.013]
しばり  [safe: not_safe=0.371, safe=0.629]
しらんがな  [safe: not_safe=0.104, safe=0.896]
だるま  [safe: not_safe=0.193, safe=0.807]
ちくしょう  [safe: not_safe=0.053, safe=0.947]
ちんこ  [safe: not_safe=0.046, safe=0.954]
ちんちん  [safe: not_safe=0.053, safe=0.947]
でかい  [safe: not_safe=0.195, safe=0.805]
でぶ  [not safe: not_safe=0.907, safe=0.093]
なめ  [safe: not_safe=0.566, safe=0.434]
はんたーい  [safe: not_safe=0.312, safe=0.688]
ばばあ  [not safe: not_safe=0.894, safe=0.106]
ふざけんな  [safe: not_safe=0.771, safe=0.229]
ふたなり  [safe: not_safe=0.275, safe=0.725]
ぶっかけ  [safe: not_safe=0.004, safe=0.996]
ほんと  [safe: not_safe=0.047, safe=0.953]
ぽっちゃり  [safe: not_safe=0.805, safe=0.195]
まんこ  [safe: not_safe=0.009, safe=0.991]
やおい  [safe: not_safe=0.203, safe=0.797]
やめて  [safe: not_safe=0.032, safe=0.968]
やりまん  [safe: not_safe=0.047, safe=0.953]
アジアのかわいい女の子  [not safe: not_safe=0.981, safe=0.019]
アスホール  [safe: not_safe=0.006, safe=0.994]
アナリングス  [safe: not_safe=0.005, safe=0.995]
アナル  [safe: not_safe=0.580, safe=0.420]
アフォ  [safe: not_safe=0.078, safe=0.922]
アホ  [not safe: not_safe=0.927, safe=0.073]
アホガキ  [safe: not_safe=0.383, safe=0.617]
イカレタ  [safe: not_safe=0.300, safe=0.700]
イライラ  [safe: not_safe=0.016, safe=0.984]
イラマチオ  [safe: not_safe=0.052, safe=0.948]
ウンコ  [safe: not_safe=0.736, safe=0.264]
エクスタシー  [safe: not_safe=0.003, safe=0.997]
エスコート  [safe: not_safe=0.005, safe=0.995]
エッチ  [safe: not_safe=0.040, safe=0.960]
エロ  [safe: not_safe=0.447, safe=0.553]
エロティズム  [safe: not_safe=0.006, safe=0.994]
エロティック  [safe: not_safe=0.006, safe=0.994]
オカマ  [safe: not_safe=0.065, safe=0.935]
オシリ  [safe: not_safe=0.627, safe=0.373]
オッパイ  [safe: not_safe=0.012, safe=0.988]
オナニー  [safe: not_safe=0.007, safe=0.993]
オマンコ  [safe: not_safe=0.148, safe=0.852]
オラオラ  [safe: not_safe=0.082, safe=0.918]
オーガズム  [safe: not_safe=0.003, safe=0.997]
カス  [safe: not_safe=0.227, safe=0.773]
カスゲーム  [safe: not_safe=0.008, safe=0.992]
カント  [safe: not_safe=0.012, safe=0.988]
カーマスートラ  [safe: not_safe=0.301, safe=0.699]
ガキ  [safe: not_safe=0.597, safe=0.403]
キチガイ  [safe: not_safe=0.669, safe=0.331]
キモイ  [safe: not_safe=0.305, safe=0.695]
クズ  [safe: not_safe=0.746, safe=0.254]
クソガキ  [not safe: not_safe=0.919, safe=0.081]
クソッタレ  [safe: not_safe=0.408, safe=0.592]
クリトリス  [safe: not_safe=0.369, safe=0.631]
クンニリングス  [safe: not_safe=0.022, safe=0.978]
グループ・セックス  [safe: not_safe=0.007, safe=0.993]
グロ  [safe: not_safe=0.133, safe=0.867]
ゲイボーイ  [safe: not_safe=0.035, safe=0.965]
ゲイ・セックス  [safe: not_safe=0.007, safe=0.993]
ゲス  [safe: not_safe=0.019, safe=0.981]
コカイン  [not safe: not_safe=0.884, safe=0.116]
ゴックン  [safe: not_safe=0.156, safe=0.844]
ゴールデンシャワー  [safe: not_safe=0.023, safe=0.977]
サディズム  [safe: not_safe=0.005, safe=0.995]
ザコ  [not safe: not_safe=0.866, safe=0.134]
ションベン  [safe: not_safe=0.006, safe=0.994]
スウィンガー  [safe: not_safe=0.008, safe=0.992]
スカトロ  [safe: not_safe=0.556, safe=0.444]
スカートの中  [safe: not_safe=0.011, safe=0.989]
ストラップオン  [safe: not_safe=0.004, safe=0.996]
ストリップ劇場  [safe: not_safe=0.004, safe=0.996]
スラット  [not safe: not_safe=0.918, safe=0.082]
スリット  [not safe: not_safe=0.986, safe=0.014]
セクシーな  [safe: not_safe=0.015, safe=0.985]
セックス  [safe: not_safe=0.087, safe=0.913]
ソドミー  [safe: not_safe=0.070, safe=0.930]
ツンデレ  [safe: not_safe=0.364, safe=0.636]
テレフォンセックス  [safe: not_safe=0.005, safe=0.995]
ディック  [safe: not_safe=0.010, safe=0.990]
ディルド  [safe: not_safe=0.049, safe=0.951]
ディープ・スロート  [safe: not_safe=0.006, safe=0.994]
デブ  [not safe: not_safe=0.950, safe=0.050]
デートレイプ  [safe: not_safe=0.039, safe=0.961]
トップレス  [safe: not_safe=0.065, safe=0.935]
ドッグスタイル  [safe: not_safe=0.011, safe=0.989]
ニガー  [safe: not_safe=0.453, safe=0.547]
ヌード  [safe: not_safe=0.194, safe=0.806]
ネオ・ナチ  [safe: not_safe=0.375, safe=0.625]
ハードコア  [safe: not_safe=0.009, safe=0.991]
バイブレーター  [safe: not_safe=0.003, safe=0.997]
バカ  [safe: not_safe=0.333, safe=0.667]
バカヤロウ  [safe: not_safe=0.764, safe=0.236]
バック・スタイル  [safe: not_safe=0.005, safe=0.995]
パイパン  [safe: not_safe=0.016, safe=0.984]
パンティー  [safe: not_safe=0.233, safe=0.767]
ヒョウキン  [safe: not_safe=0.538, safe=0.462]
ビッチ  [safe: not_safe=0.030, safe=0.970]
ファック  [safe: not_safe=0.032, safe=0.968]
ファンタジー  [safe: not_safe=0.003, safe=0.997]
フィスト  [safe: not_safe=0.005, safe=0.995]
フェティッシュ  [safe: not_safe=0.003, safe=0.997]
フェラチオ  [safe: not_safe=0.053, safe=0.947]
フック  [safe: not_safe=0.009, safe=0.991]
プレイボーイ  [safe: not_safe=0.043, safe=0.957]
ヘタクソ  [not safe: not_safe=0.953, safe=0.047]
ベアバック  [safe: not_safe=0.007, safe=0.993]
ペニス  [safe: not_safe=0.058, safe=0.942]
ペニスバンド  [safe: not_safe=0.030, safe=0.970]
ホモ  [safe: not_safe=0.048, safe=0.952]
ボケ  [safe: not_safe=0.157, safe=0.843]
ボンテージ  [safe: not_safe=0.013, safe=0.987]
ボーイズラブ  [safe: not_safe=0.012, safe=0.988]
ボールギャグ  [safe: not_safe=0.006, safe=0.994]
ポルノ  [safe: not_safe=0.087, safe=0.913]
ポルノグラフィー  [safe: not_safe=0.106, safe=0.894]
マザー・ファッカー  [safe: not_safe=0.014, safe=0.986]
マスターベーション  [safe: not_safe=0.003, safe=0.997]
ヤリマン  [safe: not_safe=0.227, safe=0.773]
ラティーナ  [safe: not_safe=0.205, safe=0.795]
ラバー  [safe: not_safe=0.113, safe=0.887]
ランジェリー  [safe: not_safe=0.003, safe=0.997]
レイプ  [safe: not_safe=0.018, safe=0.982]
レズビアン  [safe: not_safe=0.005, safe=0.995]
ロリータ  [safe: not_safe=0.185, safe=0.815]
ローター  [safe: not_safe=0.013, safe=0.987]
㞗  [not safe: not_safe=0.894, safe=0.106]
三级片  [safe: not_safe=0.055, safe=0.945]
下三烂  [not safe: not_safe=0.997, safe=0.003]
下贱  [not safe: not_safe=0.996, safe=0.004]
両刀  [not safe: not_safe=0.908, safe=0.092]
両性  [safe: not_safe=0.430, safe=0.570]
両性具有  [safe: not_safe=0.128, safe=0.872]
个老子的  [not safe: not_safe=0.986, safe=0.014]
中出し  [safe: not_safe=0.102, safe=0.898]
九游  [safe: not_safe=0.361, safe=0.639]
乱交  [safe: not_safe=0.018, safe=0.982]
乳  [safe: not_safe=0.290, safe=0.710]
乳交  [safe: not_safe=0.247, safe=0.753]
乳头  [not safe: not_safe=0.876, safe=0.124]
乳房  [safe: not_safe=0.011, safe=0.989]
乳波臀浪  [not safe: not_safe=0.994, safe=0.006]
乳首  [not safe: not_safe=0.865, safe=0.135]
二穴  [safe: not_safe=0.769, safe=0.231]
二逼  [safe: not_safe=0.272, safe=0.728]
交配  [safe: not_safe=0.011, safe=0.989]
人妻  [safe: not_safe=0.042, safe=0.958]
人種  [safe: not_safe=0.051, safe=0.949]
仆街  [safe: not_safe=0.148, safe=0.852]
他奶奶  [safe: not_safe=0.030, safe=0.970]
他奶奶的  [not safe: not_safe=0.969, safe=0.031]
他奶娘的  [not safe: not_safe=0.992, safe=0.008]
他妈  [safe: not_safe=0.055, safe=0.945]
他妈ㄉ王八蛋  [safe: not_safe=0.775, safe=0.225]
他妈地  [safe: not_safe=0.270, safe=0.730]
他妈的  [not safe: not_safe=0.986, safe=0.014]
他娘  [safe: not_safe=0.106, safe=0.894]
他马的  [not safe: not_safe=0.998, safe=0.002]
你个傻比  [not safe: not_safe=0.998, safe=0.002]
你他马的  [not safe: not_safe=0.998, safe=0.002]
你全家  [not safe: not_safe=0.994, safe=0.006]
你奶奶的  [not safe: not_safe=0.998, safe=0.002]
你她马的  [not safe: not_safe=0.999, safe=0.001]
你妈  [not safe: not_safe=0.884, safe=0.116]
你妈的  [not safe: not_safe=0.995, safe=0.005]
你娘  [not safe: not_safe=0.981, safe=0.019]
你娘卡好  [not safe: not_safe=0.994, safe=0.006]
你娘咧  [not safe: not_safe=0.996, safe=0.004]
你它妈的  [not safe: not_safe=0.997, safe=0.003]
你它马的  [not safe: not_safe=0.999, safe=0.001]
你是鸡  [not safe: not_safe=0.997, safe=0.003]
你是鸭  [not safe: not_safe=0.998, safe=0.002]
你老味  [not safe: not_safe=0.993, safe=0.007]
你老母  [not safe: not_safe=0.997, safe=0.003]
你老闆  [not safe: not_safe=0.817, safe=0.183]
你马的  [not safe: not_safe=0.998, safe=0.002]
做爱  [safe: not_safe=0.035, safe=0.965]
傻吊  [safe: not_safe=0.743, safe=0.257]
傻子  [not safe: not_safe=0.976, safe=0.024]
傻屄  [not safe: not_safe=0.992, safe=0.008]
傻帽  [not safe: not_safe=0.932, safe=0.068]
傻比  [safe: not_safe=0.803, safe=0.197]
傻逼  [safe: not_safe=0.093, safe=0.907]
児童性虐待  [safe: not_safe=0.011, safe=0.989]
册那  [not safe: not_safe=0.977, safe=0.023]
冚家拎  [not safe: not_safe=0.948, safe=0.052]
冚家鏟  [not safe: not_safe=0.956, safe=0.044]
军妓  [safe: not_safe=0.026, safe=0.974]
几八  [not safe: not_safe=0.868, safe=0.132]
几叭  [safe: not_safe=0.392, safe=0.608]
几巴  [safe: not_safe=0.060, safe=0.940]
几芭  [safe: not_safe=0.609, safe=0.391]
刚度  [safe: not_safe=0.071, safe=0.929]
刚瘪三  [not safe: not_safe=0.831, safe=0.169]
剃毛  [safe: not_safe=0.495, safe=0.505]
勃起する  [safe: not_safe=0.048, safe=0.952]
包皮  [not safe: not_safe=0.854, safe=0.146]
十三点  [safe: not_safe=0.029, safe=0.971]
卍  [safe: not_safe=0.331, safe=0.669]
卖B  [safe: not_safe=0.077, safe=0.923]
卖比  [safe: not_safe=0.014, safe=0.986]
卖淫  [safe: not_safe=0.018, safe=0.982]
卵  [safe: not_safe=0.326, safe=0.674]
卵子  [safe: not_safe=0.098, safe=0.902]
去你的  [not safe: not_safe=0.997, safe=0.003]
双峰微颤  [safe: not_safe=0.032, safe=0.968]
口交  [safe: not_safe=0.035, safe=0.965]
口肯  [not safe: not_safe=0.990, safe=0.010]
叫床  [not safe: not_safe=0.859, safe=0.141]
吃屎  [safe: not_safe=0.519, safe=0.481]
合意の性交  [safe: not_safe=0.004, safe=0.996]
后庭  [safe: not_safe=0.009, safe=0.991]
吸血鬼  [safe: not_safe=0.024, safe=0.976]
吹箫  [not safe: not_safe=0.985, safe=0.015]
呆子  [safe: not_safe=0.742, safe=0.258]
咸家伶  [not safe: not_safe=0.951, safe=0.049]
咸家鏟  [not safe: not_safe=0.987, safe=0.013]
噴出  [safe: not_safe=0.005, safe=0.995]
塞你公  [not safe: not_safe=0.997, safe=0.003]
塞你娘  [not safe: not_safe=0.996, safe=0.004]
塞你母  [not safe: not_safe=0.998, safe=0.002]
塞你爸  [not safe: not_safe=0.997, safe=0.003]
塞你老师  [not safe: not_safe=0.992, safe=0.008]
塞你老母  [not safe: not_safe=0.998, safe=0.002]
売春婦  [safe: not_safe=0.038, safe=0.962]
处女  [safe: not_safe=0.019, safe=0.981]
変態  [safe: not_safe=0.007, safe=0.993]
外阴  [safe: not_safe=0.564, safe=0.436]
夢精  [safe: not_safe=0.122, safe=0.878]
大便  [safe: not_safe=0.020, safe=0.980]
大卵子  [safe: not_safe=0.038, safe=0.962]
大卵泡  [safe: not_safe=0.030, safe=0.970]
大陰唇  [safe: not_safe=0.653, safe=0.347]
大鸡巴  [not safe: not_safe=0.811, safe=0.189]
